Filtering by this attribute will update the product image on catalog page,Nach diesem Attribut zu filtern wird das Produktbild auf der Katalog-Seite aktualisieren,module,Magento_Theme
Filters,Filter,module,Magento_Theme
Final commit,Letzte Übertragung,module,Magento_Theme
Final Price,Endgültiger Preis,module,Magento_Theme
Financial Office,Zuständiges Finanzamt,module,Magento_Theme
Financial Office,Finanzbüro,module,FireGento_MageSetup
Financial office,Finanzbüro,module,FireGento_MageSetup
Find a string in client user-agent header and switch to specific design theme for that browser.,Finde einen String im Client-User-Agent-Header und wechsle auf das spezifische Design-Theme für diesen Browser.,module,Magento_Theme
Find Order By,Bestellung finden nach,module,Magento_Theme
Find Partners & Extensions,Partner & Extensions,module,Magento_Theme
Find Solutions,Lösungen finden,module,Temando_Shipping
Finish Date,Enddatum,module,Magento_Theme
Finished At,Abgeschlossen bei,module,Magento_Theme
First,Zuerst,module,Magento_Theme
First Brand Purchased,Erste gekaufte Marke,module,Dotdigitalgroup_Email
First Category Purchased,Erste Kategorie gekauft,module,Dotdigitalgroup_Email
First character must be letter.,Das erste Zeichen muss ein Buchstabe sein.,lib,lib/web/mage/validation.js
First character must be letter.,Das erste Zeichen muss ein Buchstabe sein.,module,Magento_Ui
First Customer Order,Erster Kundenauftrag,module,Dotdigitalgroup_Email
First Day of Week,Erster Tag der Woche,module,Magento_Theme
First Invoice Created Date,Erstes Rechnungserstellungsdatum,module,Magento_Theme
First Name,Vorname,module,Magento_Theme
First Name is a required field.,Vorname ist ein Pflichtfeld.,module,Magento_Theme
First name is too long.,Der Vorname ist zu lang.,module,Magento_Braintree
First Overnight,Übernacht-Zustellung,module,Magento_Theme
first part of concat second part third part with one placeholder %1,Erster Teil der Verkettung Zweiter Teil Dritter Teil mit einem Platzhalter,module,Magento_Theme
"first part of concat second part third part with two placeholders %1, %2",Erster Teil der Verkettung Zweiter Teil Dritter Teil mit zwei Platzhaltern,module,Magento_Theme
first part of concat second part with one variable placeholder %1,Erster Teil der Verkettung Zweiter Teil mit einem Variablen-Platzhalter %1,module,Magento_Theme
"first part of concat second part with two placeholders %1, %2",Erster Teil der Verkettung Zweiter Teil mit zwei Platzhaltern %1%2,module,Magento_Theme
first part second part,Erster Teil Zweiter Teil,module,Magento_Theme
first part second part third part,Erster Teil Zweiter Teil Dritter Teil,module,Magento_Theme
first part second part with one string literal placeholder %1,Erster Teil Zweiter Teil mit einem String-Platzhalter %1,module,Magento_Theme
First-Class Mail International Large Envelope,First-Class Mail International Large Envelope,module,Magento_Theme
First-Class Mail International Letter,First-Class Mail International Letter,module,Magento_Theme
First-Class Mail International Postcard,First-Class Mail International Postcard,module,Magento_Theme
First-Class Mail Large Envelope,First-Class Mail Large Envelope,module,Magento_Theme
First-Class Mail Large Postcards,First-Class Mail Large Postcards,module,Magento_Theme
First-Class Mail Letter,First-Class Mail Letter,module,Magento_Theme
First-Class Mail Parcel,First-Class Mail Parcel,module,Magento_Theme
First-Class Mail Postcards,First-Class Mail Postcards,module,Magento_Theme
First-Class Package International Service,First-Class Package International Service,module,Magento_Theme
First-Class Package Service,First-Class Package Service,module,Magento_Theme
First-Class Package Service - Retail,Erstklassiger Paketdienst - Verkauf,module,Magento_Usps
First-Class Package Service Hold For Pickup,First-Class Package Service Hold For Pickup,module,Magento_Theme
Firstname,Vorname,module,Dotdigitalgroup_Email
Fixed,Fest,module,Magento_Theme
Fixed amount discount,Fester Rabattbetrag je Artikel,module,Magento_Theme
Fixed amount discount for whole cart,Fester Rabattbetrag für gesamten Warenkorb,module,Magento_Theme
Fixed Price: From,Festpreis: Von,module,Magento_ImportExport
Fixed Product Tax,Feste Produktsteuer,module,Magento_Theme
Fixed Product Taxes,Feste Produktsteuern,module,Magento_Theme
Fixer.io,Fixer.io,module,Magento_Directory
Fixture base directory '%1' does not exist.,"Fixture-Basisverzeichnis ""%1"" existiert nicht.",module,Magento_Theme
Fixture String,Fixture-String,module,Magento_Theme
fl,fl,module,Magento_Theme
Flat,Pauschal,module,Magento_Theme
Flat Rate,Einheitspreis,module,Magento_Theme
Flat-Rate Box,Pauschalpreis-Box,module,Magento_Theme
Flat-Rate Envelope,Pauschalpreis-Umschlag,module,Magento_Theme
Flush,Leeren,module,Magento_Theme
Flush Cache Storage,Cache-Speicher leeren,module,Magento_Theme
Flush Catalog Images Cache,Katalogbilder-Cache leeren,module,Magento_Theme
Flush JavaScript/CSS Cache,Javascript/CSS-Cache leeren,module,Magento_Theme
Flush Js/Css,Flush Js/Css,module,Magento_Backend
Flush Magento Cache,Magento-Cache leeren,module,Magento_Theme
Flush Static Files,Statische Dateien leeren,module,Magento_Backend
Flush Static Files Cache,Cache statischer Dateien leeren,module,Magento_Theme
"Follow this link to unsubscribe <!-- This tag is for unsubscribe link  --><a href=""{{var subscriber.getUnsubscriptionLink()}}"">{{var subscriber.getUnsubscriptionLink()}}</a>","Folgen Sie diesem Link, um sich abzumelden <!-- Dieser tag ist für den Abmeldelink --><a href=""{{var subscriber.getUnsubscriptionLink()}}"">{{var subscriber.getUnsubscriptionLink()}}</a>",module,Magento_Theme
"Follow this link to unsubscribe <!-- This tag is for unsubscribe link  --><a href=""{{var subscriber.getUnsubscriptionLink()}}"">{{var subscriber.getUnsubscriptionLink()}}</a>","Folgen Sie diesem Link, um sich abzumelden <!-- Dieser tag ist für den Abmeldelink --><a href=""{{var subscriber.getUnsubscriptionLink()}}"">{{var subscriber.getUnsubscriptionLink()}}</a>",module,Magento_Newsletter
Following Error(s) has been occurred during importing process:,Folgende(r) Fehler ist/sind beim Import aufgetreten:,module,Magento_Theme
Following Error(s) has been occurred during importing process:,Folgende(r) Fehler ist/sind beim Import aufgetreten:,module,Magento_ImportExport
Following products with requested ids were not found: %1,Folgende Produkte mit angeforderten Ausweisen wurden nicht gefunden: %1,module,Magento_InventoryCatalog
Following products with requested skus were not found: %1,Folgende Produkte mit angefordertem Skus wurden nicht gefunden: %1,module,Magento_InventoryCatalog
Font,Schriftart,module,Magento_Theme
Font Color,Schriftfarbe,module,Dotdigitalgroup_Email
Font Size,Schriftgröße,module,Dotdigitalgroup_Email
Font Style,Schriftart,module,Dotdigitalgroup_Email
Fonts Assets,Schriftarten Assets,module,Magento_Theme
Foo,Foo,module,Temando_Shipping
"Food, Beverage and Grocery","Lebensmittel, Getränke und Lebensmittel",module,Magento_Analytics
Footer,Fußzeile,module,Magento_Theme
Footer Template,Footer-Vorlage,module,Magento_Theme
for,"Folgen Sie diesem Link, um sich abzumelden <!-- Dieser Tag ist für den Abbestellungslink  -->' '<a href=""{{var subscriber.getUnsubscriptionLink()}}"">{{var subscriber.getUnsubscriptionLink()}}' '</a>",module,Magento_Theme
"For accurate reporting, be sure to refresh lifetime statistics whenever you change the time zone.","Für eine genaue Berichterstattung, aktualisieren Sie die Lebenszeit-Statistiken, wenn Sie die Zeitzone ändern.",module,Magento_Theme
"For better results, add attributes and attribute values to your products.",Fügen Sie Ihren Artikeln Attribute und Attributwerte für bessere Ergebnisse hinzu.,module,Magento_Theme
"For better search results, first choose a gift registry type. By default, we search all registry types.",Wählen Sie für bessere Suchergebnisse zunächst einen Geschenkelistentyp. Standardmäßig werden alle Listentypen durchsucht.,module,Magento_Theme
For category,Für Kategorie,module,Magento_Theme
For Category,Für Kategorie,module,Magento_UrlRewrite
For Checkout,Für Checkout,module,Magento_Theme
For CMS page,Für CMS-Seite,module,Magento_Theme
For correct URLs generated during cron runs please make sure that Web > Secure and Unsecure Base URLs are explicitly set.,"Um korrekte URLs während des Crons-Vorgangs zu generieren, stellen Sie bitte sicher, dass Web > sichere und unsiche Basis-URLs explizit gesetzt sind.",module,Magento_Theme
For correct URLs generated during cron runs please make sure that Web > Secure and Unsecure Base URLs are explicitly set. All the times are in minutes.,"Um korrekte URLs während der Ausführung von Crons zu generieren, stellen Sie bitte sicher, dass die URLs in Web > Basis-URLs explizit gesetzt sind. Alle Zeiten sind in Minuten angegeben.",module,Magento_Theme
For delivery questions.,Für Rückfragen zum Versand.,module,Magento_Theme
"For details, see",Weitere Informationen finden Sie unter,module,Magento_Multishipping
for greater than,für mehr als,module,Magento_Theme
For internal use,Für internen Gebrauch,module,Magento_Theme
For matching items only,Nur für passende Artikel,module,Magento_Theme
for more information or,Für mehr Informationen oder,module,Magento_Theme
for more information or,für mehr Informationen oder,module,Magento_Theme
for more information or,für weitere Informationen oder,module,Magento_Shipping
For Multishipping,Für Multishipping,module,Magento_Theme
for or greater than,Für oder für mehr als,module,Magento_Theme
For product,Für Produkt,module,Magento_Theme
For Product,Für Produkt,module,Magento_UrlRewrite
For shipment with matching items,Für den Versand mit passenden Artikeln,module,Magento_Theme
For shipping to multiple family members and friends,Für den Versand an mehrere Familienmitglieder und Freunde,module,Magento_Theme
For some reason we can't retrieve tracking info right now.,Aus irgendeinem Grund können wir die Tracking-Informationen zurzeit nicht bereitstellen.,module,Magento_Theme
For submitting a product review,Für das Absenden einer Produktbewertung,module,Magento_Theme
"For successfully order items, you'll receive a confirmation email including order numbers, tracking information and more details.","Für eine erfolgreiche Bestellung von Artikeln erhalten Sie eine Bestätigungs-E-Mail mit Bestellnummern, Trackinginformationen und weiteren Details.",module,Magento_Multishipping
"For successfully ordered items, you'll receive a confirmation email including order numbers, tracking information, and more details.","Für erfolgreich bestellte Artikel erhalten Sie eine Bestätigungs-E-Mail mit Bestellnummern, Trackinginformationen und weiteren Details.",module,Magento_Multishipping
"For the best experience on our site, be sure to turn on Javascript in your browser.","Um unsere Website in bester Weise zu erfahren, aktivieren Sie Javascript in Ihrem Browser.",module,Magento_Theme
"For the best experience on our site, be sure to turn on Local Storage in your browser.","Um unsere Website in bester Weise zu erfahren, aktivieren Sie die lokale Speicherung in Ihrem Browser.",module,Magento_Theme
"For the Google Shopping ads Channel to work you need an API Key.
Please go <a href=""https://account.magento.com/customer/account/login"" target=""_blank"">here</a> to get one.
Once created, copy and paste the key above and select ""save"".","Damit der Google Shopping-Anzeigenkanal funktioniert, benötigen Sie einen API-Schlüssel.
Bitte gehen Sie <a href=""https://account.magento.com/customer/account/login"" target=""_blank"">hier</a>, um einen zu erhalten.
Sobald Sie den Schlüssel erstellt haben, kopieren und fügen Sie ihn oben ein und wählen Sie ""Speichern"".",module,Magento_GoogleShoppingAds
For the last time placed.,Bei der letzten Anfrage,module,Magento_Theme
For Theme,Für das Theme,module,Magento_Theme
"For Type """"Local Server"""" use relative path to Magento installation, e.g. var/export, var/import, var/export/some/dir","Für den Typ """"Local Server"""" relativen Pfad zur Magento Installation verwenden, z. B. var/export, var/import, var/export/some/dir",module,Magento_Theme
"For Type ""Local Server"" use relative path to Magento installation,e.g. var/export, var/import, var/export/some/dir","Für den Typ ""Lokaler Server"" Verhältnispfad zur Installation von Magento verwenden,z.B. var/export, var/import, var/export/some/dir",module,Magento_ImportExport
For Type """"Local Server"""" use relative path to Magento installation e.g. var/export var/import var/export/some/dir""","Für Typ ""Lokaler Server"" benutzen Sie den relativen Pfad zur Magento-Installation, z.B. var/export , var/import , var/export/some/dir",module,Magento_Theme
"For Type ""Local Server"" use relative path to Magento installation,e.g. var/export, var/import, var/export/some/dir","Für den Typ ""Local Server"" verwenden Sie den relativen Pfad zur Magento-Installation, z.B. var/export, var/import, var/export/some/dir",module,Magento_Theme
For Virtual Quotes Only,Nur für virtuelle Angebote,module,Magento_Theme
For Windows server only.,Nur für Windows Server.,module,Magento_Theme
Forbidden extensions has been used. Avoid usage of,Es wurden verbotene Erweiterungen verwendet. Vermeiden Sie die Verwendung von,lib,lib/web/mage/validation.js
Forbidden extensions has been used. Avoid usage of ,Es wurden verbotene Erweiterungen verwendet. Vermeiden Sie die Verwendung von,lib,lib/web/mage/validation.js
Force providers,Anbieter erzwingen,module,MSP_TwoFactorAuth
Force Sign-In,Anmelden erzwingen,module,Magento_Theme
Forced,Gezwungen,module,Magento_Theme
Forgot Admin Password,Admin-Passwort vergessen,module,Dotdigitalgroup_Email
Forgot an Item?,Einen Artikel vergessen?,module,Magento_Theme
Forgot an Item?,Einen Artikel vergessen?,module,Magento_Checkout
Forgot an Item?,Einen Artikel vergessen?,module,Magento_Payment
Forgot and Reset Email Sender,"Absender für ""Passwort vergessen""-E-Mail",module,Magento_Theme
Forgot Email Template,Vorlage für vergessene E-Mail,module,Magento_Theme
Forgot Password,Passwort vergessen,module,Magento_Theme
Forgot Password Email Template,"Vorlage für ""Passwort vergessen""-E-Mail",module,Magento_Theme
"Forgot your account password? Click <a href=""%reset_url"">here</a> to reset it.","Haben Sie Ihr Passwort vergessen? Klicken Sie <a href=""%reset_url"">hier</a>, um es zurückzusetzen.",module,Magento_Theme
"Forgot your account password? Click <a href=""%reset_url"">here</a> to reset it.","Haben Sie Ihr Passwort vergessen? Klicken Sie <a href=""%reset_url"">hier</a>, um es zurückzusetzen.",module,Magento_Customer
"Forgot your account password? Click <a href=""%reset_url"">here</a> to reset it.","Haben Sie Ihr Passwort vergessen? Klicken Sie <a href=""%reset_url"">hier</a>, um es zurückzusetzen.",module,Magento_Theme
"Forgot your account password? Click <a href=""%reset_url"">here</a> to reset it.","Haben Sie Ihr Passwort vergessen? Klicken Sie <a href=""%reset_url"">hier</a>, um es zurückzusetzen.",theme,frontend/Magento/luma
